model,n_params,val_acc,val_loss,perplex,cdnv,norms_mean,norms_var,etf_error,interfere_mean,interfere_var,log_kern_mean,log_kern_var,dual_error,simdot_mean,simdot_var,simcos_mean,simcos_var,dists_mean,dists_var,hits,misses,norms_log_mean,norms_log_var
04x0512_10d@5,39384576,0.6263150314122676,1.4211008548736572,4.141677317220861,0.0006196715403348,29.50195047761138,51.45527732239077,1.3870777668537455,-0.0315345716724161,20087.36739804133,-0.3373925983905792,0.0099093159660696,1.4002842903137207,9.037641565649553,29.50565147431594,0.3317623436450958,0.04232619702816,1.1422374665116453,0.0317697443339535,1142260,3571931,3.3558417507974183,0.05670624038119453
04x0512_10d@9,39384576,0.635323904738854,1.3770179748535156,3.96306602668702,0.0005676681757904,30.665708053167226,55.21841635991973,1.3865968643998623,-0.0340586404575486,22629.130629275336,-0.3377178609371185,0.0095222732052207,1.4001489877700806,9.46476654684319,30.377374098823587,0.3286686539649963,0.0396079383790493,1.1459628196686933,0.0294327394944299,1148561,3565630,3.394714100511155,0.05635431417048178
08x0512_01L@0,51987968,0.596832236620911,1.6132683753967283,5.019189042809514,0.0008366290130652,25.39388656926091,34.952315562380576,1.3880260793415895,-0.0232553569721201,11723.676654852088,-0.3363274931907654,0.0119338622316718,1.405289888381958,4.51963622834574,20.79390155468976,0.2662375569343567,0.0702967643737793,1.188098380236238,0.0559488173641414,1254981,3459210,3.2082062986448263,0.05221765419532575
08x0512_01d@0,51987968,0.5945126691656196,1.6251710653305054,5.079287852921128,0.0009115154971368,24.48050537292514,32.68092550030176,1.388561768934897,-0.0216192854018813,10556.377203038508,-0.3359202444553375,0.012388277798891,1.4053113460540771,4.629744676868807,21.785511760378583,0.2567697763442993,0.0658350735902786,1.1979692528506127,0.0513316783574484,1207240,3506951,3.17137338262235,0.05265492662251755
08x0512_03d@2,51987968,0.6339928315077655,1.390622854232788,4.017351498280742,0.0005777783808298,29.176882303490856,44.36288993865833,1.3872673536537878,-0.0306394305325815,19229.63289613876,-0.3374138474464416,0.0103197563439607,1.4036060571670532,6.694745393869094,30.66372620844025,0.2767529487609863,0.0556677766144275,1.1853335358085304,0.041479801440517,1249626,3464565,3.348032158979478,0.050326968879335576
08x0512_10L@5,51987968,0.6542393568763243,1.275557041168213,3.5806954494451886,0.0002138154959538,47.32034747616674,116.78597313481076,1.3832288059546332,-0.0805965128419287,100867.21577873826,-0.3396062850952148,0.0078836493194103,1.4025167226791382,7.105270906191795,29.65256329553421,0.3051193654537201,0.0588870719075202,1.15986076694929,0.0444855716004281,1449205,3264986,3.8319288781800727,0.04934137125173001
08x0512_10L@9,51987968,0.668017184526629,1.2141300439834597,3.36736333171191,0.0001766243658494,51.98113811037906,142.3728233815632,1.3806026980995354,-0.0973045522836036,125129.24177929634,-0.3406525254249573,0.0066414959728717,1.4023510217666626,7.149716672226404,30.74040775216654,0.3050427436828613,0.0599742457270622,1.159590694671467,0.0452651870648766,1507292,3206899,3.925691478122763,0.04962710703226843
08x0512_10d@5,51987968,0.652194913242662,1.2877405881881714,3.624587860501157,0.0003939100715797,34.16375634222433,56.16944132765404,1.3900532746491607,-0.0418489931342024,44551.52665575302,-0.3355962336063385,0.0123867355287075,1.40256929397583,7.920384900810672,36.63397029982831,0.256161630153656,0.040322657674551,1.208194828062285,0.0279428113247762,1242672,3471519,3.5076769567079706,0.04670851949472674
08x0512_10d@9,51987968,0.6608334194200084,1.2486300468444824,3.4855646249066288,0.000357674609404,35.69571995763584,60.98062071177384,1.3888187728454835,-0.0456747043645936,48070.5361817876,-0.3366724848747253,0.0111885434016585,1.4026556015014648,8.106588223177495,38.53405690050997,0.2511700987815857,0.0386535711586475,1.2129078943471647,0.0265149459699763,1254385,3459806,3.551790588506165,0.046110857527662544
12x0512_01L@0,64591360,0.6090055642042908,1.5469775199890137,4.697251357024066,0.0007803646149113,25.57808326000465,34.09946588312434,1.3876672659655136,-0.0235473673599892,11699.819254293592,-0.3367835283279419,0.0113812498748302,1.4052305221557615,4.65416334516739,21.499500034216418,0.2711050808429718,0.0721352845430374,1.1831648021911367,0.0579126590778224,1332037,3382154,3.2164204801368785,0.05026798063093753
12x0512_01d@0,64591360,0.6067973614416403,1.558049559593201,4.749548493806672,0.0008491713088005,24.66047058581125,31.90387459846,1.388233055234377,-0.0218952378471218,10557.501668135905,-0.3364157974720001,0.0117882927879691,1.4052850008010864,4.769824542222138,22.56357141284247,0.2615455687046051,0.0675587207078933,1.1932267030653496,0.0531204980653334,1280188,3434003,3.179676244207732,0.050727967959493706
12x0512_03d@2,64591360,0.6462809177553714,1.3280744552612305,3.773769824399797,0.0005519219557754,29.243085317755888,43.08149694881507,1.386307209795341,-0.0307279030556293,18043.16908460165,-0.3380779325962066,0.0096129719167947,1.4032869338989258,6.795289825061324,31.476182853477635,0.2818886041641235,0.0584737993776798,1.179884127162818,0.044097535194561,1339002,3375189,3.351146691016788,0.04863953957480685
12x0512_10L@5,64591360,0.6651696423666079,1.221368432044983,3.391826042740001,0.0002073059295071,47.15870677593169,112.14242541412492,1.3819435278741217,-0.0799152372069574,91494.86161436826,-0.3402190208435058,0.0071908733807504,1.4022010564804075,7.225917580384211,29.96694900043976,0.3128829002380371,0.0611726641654968,1.1521862065287518,0.0467024367967541,1542760,3171431,3.829260787333811,0.04793269110809334
12x0512_10L@9,64591360,0.6786097698441806,1.1628321409225464,3.1989804220364837,0.0001766087807482,51.56706736798535,139.32775985683597,1.3783234322814664,-0.09573362858097,106359.74910874464,-0.3413848578929901,0.0057900971733033,1.4017951488494873,7.213906768402357,31.121544226600225,0.3164385259151459,0.0628494247794151,1.1484757557252423,0.0481278356852353,1620261,3093930,3.9178784231553903,0.04922276420942897
12x0512_10d@5,64591360,0.663363200990361,1.2325172424316406,3.4298524488742617,0.0003862143785227,34.11150604215962,55.04274440482971,1.388752553070208,-0.0416884135868763,39839.65921206056,-0.3367125689983368,0.011222131550312,1.40205717086792,8.01971701073335,37.09538224132288,0.2637438476085663,0.0430076234042644,1.200971777956253,0.0301799345352022,1332653,3381538,3.5065234735610455,0.04598764852376987
12x0512_10d@9,64591360,0.6713106097036617,1.1976629495620728,3.3123667018843306,0.000358949531801,35.46868142424027,59.97002686592413,1.3868135817922185,-0.0450874157563818,40284.7893102433,-0.337990254163742,0.0097649618983268,1.4020205736160278,8.21430462462784,39.03241784103049,0.2612543702125549,0.0415794551372528,1.203565514617621,0.0289221269369168,1344985,3369206,3.545540119868588,0.04582466466468128
