,model,n_params,val_acc,val_loss,perplex,dists_mean,dists_std,sims_mean,sims_std,norms_mean,norms_std,norms_scl_mean,norms_scl_std,norms_log_mean,norms_log_std,norms_logscl_mean,norms_logscl_std,misses,matches,matches_mean,matches_std,cdnv_mean,cdnv_std,interfere_mean,interfere_std,log_dist_mean,log_dist_std
10,01x0128_10L@5,6893184,0.4462837177819292,2.5054917335510254,12.24958101502895,0.4437438249588012,0.3416832387447357,0.3506506681442261,0.2860436737537384,553.8687744140625,312.8166809082031,48.95554733276367,27.64935111999512,6.158012390136719,0.5712069272994995,3.73199725151062,0.5712069272994995,4002153,712038,24.357336044311523,463.9930419921875,0.0018423052970319,0.0644925013184547,0.002401262987405,0.2070146203041076,-0.197526678442955,0.16304512321949
11,01x0128_10L@9,6893184,0.4573686411025656,2.435925006866455,11.426383309471692,0.4490568339824676,0.3444390892982483,0.36536705493927,0.2772426307201385,671.3158569335938,377.8599853515625,59.33650207519531,33.39842224121094,6.352083683013916,0.5674526691436768,3.926068782806397,0.5674526691436768,3987386,726805,24.862483978271484,468.98724365234375,0.0014335013693198,0.0972930192947387,0.0023295839782804,0.2038767337799072,-0.1982076317071914,0.1612725555896759
12,01x0128_10d@5,6893184,0.4450434332907461,2.5136590003967285,12.350036275989146,0.4363681375980377,0.3384381234645843,0.3277098536491394,0.272478312253952,425.3707885742188,243.9105987548828,37.59781646728516,21.55885505676269,5.888417720794678,0.5820339322090149,3.462402820587158,0.5820339322090149,4041811,672380,23.00071907043457,440.3774108886719,0.0024926390033215,0.0581470690667629,0.0030406578443944,0.2129582166671753,-0.1627061665058136,0.1781232506036758
13,01x0128_10d@9,6893184,0.4551752869656006,2.449658155441284,11.584385982969549,0.4390070736408233,0.3395754694938659,0.3375881612300873,0.2639050781726837,474.0383911132813,272.7132873535156,41.89946746826172,24.104679107666016,5.996560096740723,0.5816778540611267,3.570544481277466,0.5816778540611267,4034187,680004,23.261520385742188,442.91119384765625,0.0021236108150333,0.080550841987133,0.0031508798711001,0.210701048374176,-0.1531439870595932,0.1802481114864349
14,01x0256_01L@0,14179584,0.3560344072354383,3.172844409942627,23.8752990022453,-0.0579596981406211,0.4527519643306732,0.1939987391233444,0.2793950140476227,187.232650756836,101.53207397460938,11.702040672302246,6.345754623413086,5.077939033508301,0.5708543062210083,2.3053503036499023,0.5708543062210083,4246857,467334,15.98652172088623,323.2456970214844,0.01105248183012,5.829885005950928,0.0034772995859384,0.2547366321086883,-0.1900695413351059,0.2006447911262512
15,01x0256_01d@0,14179584,0.3562533184026866,3.1693952083587646,23.79309014208007,-0.057082287967205,0.4558489024639129,0.1932130008935928,0.27759450674057,186.041732788086,101.26483917236328,11.627608299255373,6.329052448272705,5.070667266845703,0.572284996509552,2.2980785369873047,0.572284996509552,4247437,466754,15.966681480407717,322.664306640625,0.0110208569094538,5.335195064544678,0.0034817783161997,0.254024863243103,-0.1923450380563736,0.1995095163583755
16,01x0256_03d@2,14179584,0.4438025124298906,2.515110731124878,12.367978223431884,-0.0572757460176944,0.426867812871933,0.2830661237239837,0.2848479747772217,339.6845092773437,198.5307464599609,21.230281829833984,12.40817165374756,5.662201404571533,0.5805450677871704,2.8896126747131348,0.5805450677871704,3905883,808308,27.650531768798828,536.0828857421875,0.0033528490457683,0.7453718185424805,0.0021280315704643,0.1999100446701049,-0.2183243632316589,0.1512491255998611
17,01x0256_10L@5,14179584,0.5009652667311663,2.137282371520996,8.476370673035174,-0.0588554181158542,0.4019017517566681,0.3747269809246063,0.2501178681850433,855.0385131835938,498.7184753417969,53.43990707397461,31.169904708862305,6.588642120361328,0.5717340707778931,3.816053628921509,0.5717340707778931,3848295,865896,29.62049674987793,537.413818359375,0.0010764037724584,0.0127820950001478,0.0018471198854967,0.1805498450994491,-0.2261965870857238,0.1359263509511947
18,01x0256_10L@9,14179584,0.5117867330074979,2.0726609230041504,7.945938542788578,-0.0567309744656086,0.402284562587738,0.3865495026111603,0.2412768602371215,1015.124755859375,591.3764038085938,63.44529724121094,36.96102523803711,6.761118412017822,0.5696916580200195,3.988530158996582,0.5696916580200195,3829427,884764,30.265932083129883,552.1469116210938,0.0008791807340458,0.0093740047886967,0.0018024262972176,0.1759128421545028,-0.2285549491643905,0.1326538026332855
19,01x0256_10d@5,14179584,0.4998287104965571,2.14462685585022,8.538854419187459,-0.0546623356640338,0.4040882885456085,0.3512983024120331,0.2396754324436187,641.5382690429688,375.4004821777344,40.09614181518555,23.4625301361084,6.299015522003174,0.5770502090454102,3.5264272689819336,0.5770502090454102,3896527,817664,27.9705810546875,505.4469604492188,0.0014566031750291,0.0176641345024108,0.0022694552317261,0.186893418431282,-0.1913660317659378,0.1511509120464325
20,01x0256_10d@9,14179584,0.509350922025412,2.0879032611846924,8.067980968358569,-0.0508097745478153,0.4032532870769501,0.3586740493774414,0.2306388765573501,704.5274047851562,413.1663208007813,44.032962799072266,25.822895050048828,6.392477512359619,0.5768365859985352,3.6198887825012207,0.5768365859985352,3890292,823899,28.183868408203125,514.9186401367188,0.0012933571124449,0.0140901235863566,0.0023076538927853,0.1827313303947448,-0.1847896426916122,0.1512619256973266
21,01x0512_01L@0,29932032,0.4227683735303307,2.697930097579956,14.848963986259577,0.3644241392612457,0.6050519943237305,0.2033001035451889,0.2466025799512863,330.8251953125,190.11148071289065,14.6205472946167,8.401820182800293,5.639042377471924,0.5772520303726196,2.5198802947998047,0.5772520303726196,3951689,762502,26.08360481262207,507.2492065429688,0.0042741224169731,0.0859045535326004,0.0026240700390189,0.2211556285619735,-0.2100290656089782,0.1680044084787368
22,01x0512_01d@0,29932032,0.422878041237179,2.694892168045044,14.803922331330618,0.3634590804576874,0.6078049540519714,0.2021911144256591,0.2444183677434921,329.2073669433594,189.7417755126953,14.549047470092772,8.385481834411621,5.633440971374512,0.5782853960990906,2.514278650283813,0.5782853960990906,3959595,754596,25.813156127929688,500.8755187988281,0.0042639267630875,0.0805220752954483,0.0026163037400692,0.2208878844976425,-0.2124121934175491,0.1670563220977783
23,01x0512_03d@2,29932032,0.5164549287997792,2.045141220092773,7.730250127471041,0.3686037063598633,0.5722566843032837,0.3010863363742828,0.2470780611038208,600.3976440429688,356.36181640625,26.534080505371094,15.749116897583008,6.233146667480469,0.5725873112678528,3.1139845848083496,0.5725873112678528,3773089,941102,32.193138122558594,597.6744995117188,0.0016223253915086,0.0166427735239267,0.0015425476012751,0.175588920712471,-0.2521249651908874,0.1252105832099914
24,01x0512_10L@5,29932032,0.5521132670137144,1.8126344680786133,6.126566434112102,0.3579945266246795,0.5112431049346924,0.371826559305191,0.2107849419116974,1141.4437255859375,677.6112670898438,50.44516372680664,29.94647026062012,6.876320838928223,0.5693888664245605,3.7571592330932617,0.5693888664245605,3768447,945744,32.351932525634766,584.778564453125,0.0007795155397616,0.0082034626975655,0.0016054670559242,0.1650341153144836,-0.2476934045553207,0.1228314265608787
25,01x0512_10L@9,29932032,0.5592798501391847,1.7736783027648926,5.892487902337179,0.3577365577220917,0.5028440952301025,0.3804161548614502,0.2027582675218582,1294.4830322265625,776.0601806640625,57.2086181640625,34.29733657836914,6.999263286590576,0.5738902688026428,3.880100965499878,0.5738902688026428,3762878,951313,32.54243469238281,592.6942749023438,0.0006887477939017,0.0069298655726015,0.0015932493843138,0.1601165235042572,-0.2556264102458954,0.1185089498758316
26,01x0512_10d@5,29932032,0.5499687012182873,1.8252010345458984,6.204042120535867,0.3586242198944092,0.5282410383224487,0.3507502675056457,0.201723426580429,882.1740112304688,524.49267578125,38.9869499206543,23.179519653320312,6.6173176765441895,0.5725632905960083,3.498155117034912,0.5725632905960083,3836500,877691,30.02397918701172,535.7717895507812,0.0010172832990065,0.0106481071561574,0.0018665058305487,0.1699648350477218,-0.2092987596988678,0.1371856182813644
27,01x0512_10d@9,29932032,0.556480035704581,1.789867281913757,5.988657610461178,0.3592609763145447,0.5224980711936951,0.3553597331047058,0.1926580518484115,947.1790161132812,568.1296997070312,41.85979461669922,25.108022689819336,6.685801982879639,0.5766799449920654,3.5666396617889404,0.5766799449920654,3843780,870411,29.774946212768555,533.0416870117188,0.000947632419411,0.0095718102529644,0.0018986866343766,0.1665114611387252,-0.2124709337949752,0.1358482986688614
28,01x0768_01L@0,47257344,0.4754372973295171,2.3337435722351074,10.316489858802536,0.028880575671792,0.6327500939369202,0.2060901671648025,0.2239454388618469,503.2029418945313,293.0901794433594,18.157773971557617,10.57598114013672,6.059244155883789,0.5712522864341736,2.73734974861145,0.5712522864341736,3875655,838536,28.684568405151367,542.90283203125,0.0022694654762744,0.0306349545717239,0.0019464367069303,0.1970911473035812,-0.2538184523582458,0.1419868469238281
29,01x0768_01d@0,47257344,0.474200194686695,2.340484142303467,10.386263775359115,0.0291039049625396,0.6354710459709167,0.2037714421749115,0.2211565375328064,499.3421936035156,291.3716735839844,18.01845932006836,10.513970375061035,6.050823211669922,0.5726399421691895,2.728928804397583,0.5726399421691895,3890143,824048,28.18896484375,534.1555786132812,0.0023066971916705,0.0310429222881793,0.0019778390415012,0.1977571249008178,-0.2545037269592285,0.1423891633749008
30,01x0768_03d@2,47257344,0.5392857514072785,1.9010260105133057,6.692757760584185,0.0379354543983936,0.6051064133644104,0.2934413552284241,0.221312865614891,771.2479858398438,464.648681640625,27.83001518249512,16.766565322875977,6.480216979980469,0.5766098499298096,3.158322095870972,0.5766098499298096,3796015,918176,31.40888786315918,558.4227905273438,0.0012496837880462,0.0125998193398118,0.0015148671809583,0.1697291284799575,-0.2672513127326965,0.1195904240012168
31,01x0768_10L@5,47257344,0.5677155665143127,1.7193692922592163,5.581007369452611,0.0344384685158729,0.5282648205757141,0.3637292385101318,0.1892139613628387,1294.4521484375,783.640380859375,46.70951843261719,28.27718734741211,6.997745990753174,0.5749132633209229,3.6758508682250977,0.5749132633209229,3762542,951649,32.55392837524414,574.7107543945312,0.0007015079609118,0.0071626557037234,0.0015630855923518,0.1593618690967559,-0.2554884254932403,0.1183497756719589
32,01x0768_10L@9,47257344,0.574792421515998,1.6817854642868042,5.3751445371611055,0.0334266945719718,0.5152900815010071,0.3722076416015625,0.1829764246940612,1447.3621826171875,888.205810546875,52.22718811035156,32.05036544799805,7.105483531951904,0.5809749364852905,3.7835888862609854,0.5809749364852905,3750877,963314,32.952964782714844,589.395751953125,0.0006345171714201,0.0061697852797806,0.001473342301324,0.1528198421001434,-0.2667793333530426,0.1116922572255134
33,01x0768_10d@5,47257344,0.5652303308210166,1.7341564893722534,5.664148019137531,0.0291434694081544,0.551185667514801,0.3407942652702331,0.1788540035486221,1017.0736083984376,614.2619018554688,36.70048522949219,22.165266036987305,6.756001949310303,0.5772121548652649,3.4341068267822266,0.5772121548652649,3836528,877663,30.023021697998047,524.5446166992188,0.0008996215765364,0.0091447494924068,0.0018295174231752,0.1662304997444152,-0.2187156230211258,0.1338525563478469
34,01x0768_10d@9,47257344,0.5714186016370397,1.7007418870925903,5.47800994943587,0.0262152682989835,0.5427839159965515,0.3453289568424225,0.1710201054811477,1084.095458984375,661.6895751953125,39.11892318725586,23.87666702270508,6.816751003265381,0.5819876194000244,3.494856595993042,0.5819876194000244,3838624,875567,29.951322555541992,527.8336791992188,0.0008496668888255,0.0083271991461515,0.0017831126460805,0.1615460664033889,-0.2265635132789611,0.1300102323293686
35,01x1024_01L@0,66155520,0.4946119640468105,2.196999311447144,8.997972835332416,0.0256303306668996,0.665707528591156,0.1992058902978897,0.2033410817384719,647.1713256835938,379.953125,20.224103927612305,11.87353515625,6.30887508392334,0.5742178559303284,2.843139171600342,0.5742178559303284,3888751,825440,28.236581802368164,513.7613525390625,0.0016709400806576,0.0199577677994966,0.0018105219351127,0.1893535554409027,-0.2679931223392486,0.1340454220771789
36,01x1024_01d@0,66155520,0.4926018843754488,2.2080585956573486,9.098036269336054,0.0247238427400589,0.6678041815757751,0.1962394416332245,0.2001768499612808,640.7258911132812,376.2366027832031,20.02268409729004,11.757393836975098,6.298539638519287,0.5750328302383423,2.83280348777771,0.5750328302383423,3905457,808734,27.66510391235352,504.59228515625,0.0017052262555807,0.0204067006707191,0.0018449989147484,0.190591886639595,-0.2681937217712402,0.1350410431623459
37,01x1024_03d@2,66155520,0.5519306289177833,1.8219064474105835,6.183635996513294,0.0251156371086835,0.6452112197875977,0.2848670482635498,0.2016044408082962,888.9872436523438,537.7208862304688,27.780851364135746,16.80377769470215,6.622082233428955,0.5758262276649475,3.156345844268799,0.5758262276649475,3813578,900613,30.808094024658203,528.58837890625,0.0010729253990575,0.010490289889276,0.0014999338891357,0.1676631420850753,-0.2716209590435028,0.1166990250349044
38,01x1024_10L@5,66155520,0.5777960863689404,1.6592475175857544,5.255354794141213,0.0260951966047287,0.5637741684913635,0.3536922633647918,0.1747689843177795,1397.631591796875,850.5860595703125,43.67598724365234,26.580814361572266,7.0743584632873535,0.573716402053833,3.608622074127197,0.573716402053833,3773096,941095,32.19289779663086,552.9571533203125,0.0006526914075948,0.0062480079941451,0.0014834790490567,0.1568082571029663,-0.2643764913082123,0.1129825860261917
39,01x1024_10L@9,66155520,0.5850852767179276,1.622035264968872,5.063385167090335,0.0284463167190551,0.5490826964378357,0.3619565963745117,0.1698867678642273,1548.112060546875,961.6470947265624,48.37850189208984,30.05147171020508,7.1706366539001465,0.5830050110816956,3.704901218414306,0.5830050110816956,3755802,958389,32.78448867797852,573.2410888671875,0.0006045758491382,0.0053228866308927,0.0013827019138261,0.1489396840333938,-0.2761496603488922,0.1055113673210144
40,01x1024_10d@5,66155520,0.5753278205335706,1.6739736795425415,5.333318645198199,0.0253641847521066,0.5899169445037842,0.3306041955947876,0.1634292304515838,1110.692138671875,671.7587280273438,34.709129333496094,20.99246025085449,6.845284938812256,0.5737607479095459,3.379549026489258,0.5737607479095459,3854471,859720,29.409229278564453,481.1368103027344,0.0008217066060751,0.0080927051603794,0.0017091993940994,0.1639445722103119,-0.2290703356266021,0.1276563555002212
41,01x1024_10d@9,66155520,0.5817479420335108,1.641101360321045,5.160850339128148,0.0269493032246828,0.5805198550224304,0.3350645303726196,0.1566635370254516,1178.12939453125,724.2494506835938,36.81654357910156,22.632795333862305,6.899497032165527,0.5811610817909241,3.43376088142395,0.5811610817909241,3854437,859754,29.41039276123047,486.9164733886719,0.0007899114862084,0.007306485902518,0.0016366788186132,0.158068761229515,-0.2392257750034332,0.1224550828337669
42,02x0064_01L@0,3447232,0.2767533522363409,3.8286147117614746,45.99877251890703,-0.6258403658866882,0.3164856433868408,0.1385739892721176,0.2961549460887909,60.97028350830078,28.37240600585937,7.621285438537598,3.546550750732422,3.984866380691528,0.5267746448516846,1.9054244756698608,0.5267746448516846,4536577,177614,6.075804710388184,211.4062957763672,0.1219854280352592,22.068952560424805,0.0048594730906188,0.3472457826137543,-0.1140805557370185,0.3047273457050323
43,02x0064_01d@0,3447232,0.2771008100773804,3.822869539260864,45.73525932516146,-0.627088725566864,0.3178935647010803,0.1385486274957656,0.2951682806015014,60.87909698486328,28.394466400146484,7.60988712310791,3.5493083000183105,3.9829299449920654,0.5275344252586365,1.903488278388977,0.5275344252586365,4537748,176443,6.035747051239014,210.0264892578125,0.118542656302452,20.74043846130371,0.0048693604767322,0.3459678888320923,-0.1182775497436523,0.3029919564723968
44,02x0064_03d@2,3447232,0.3416647557899564,3.317112684249878,27.5806015783414,-0.6224352717399597,0.2983999252319336,0.199884295463562,0.3069935441017151,104.87879180908205,52.65310287475586,13.109848976135254,6.581637859344482,4.516096115112305,0.5413341522216797,2.4366543292999268,0.5413341522216797,4365392,348799,11.931686401367188,301.10968017578125,0.0224835164844989,1.6749598979949951,0.0035097124055027,0.2897917926311493,-0.2012536823749542,0.2271575778722763
45,02x0064_10L@5,3447232,0.4087247554802565,2.833043336868286,16.997110123462043,-0.6356645822525024,0.2973502576351166,0.2926353216171264,0.30618616938591,302.35089111328125,156.07449340820312,37.79386138916016,19.50931167602539,5.574556350708008,0.5349262952804565,3.49511456489563,0.5349262952804565,4227561,486630,16.64659881591797,365.6514587402344,0.0041565680876374,0.1422219723463058,0.0022522502113133,0.2457257211208343,-0.2347911745309829,0.1808420419692993
46,02x0064_10L@9,3447232,0.420349532406171,2.7511823177337646,15.661137382801494,-0.6374678611755371,0.3025169670581817,0.3085158169269562,0.301895409822464,374.6401977539063,193.3679351806641,46.83002471923828,24.170991897583008,5.78964376449585,0.532860279083252,3.710201978683472,0.532860279083252,4192753,521438,17.83730697631836,377.9015197753906,0.0030604731291532,0.0860491469502449,0.0022116026375442,0.241927683353424,-0.233413964509964,0.1792215704917907
47,02x0064_10d@5,3447232,0.4084303284452364,2.8304476737976074,16.953048561629362,-0.6370402574539185,0.2929385900497436,0.2770713567733764,0.2933816015720367,246.353271484375,129.24264526367188,30.794158935546875,16.155330657958984,5.364925861358643,0.5446635484695435,3.285484313964844,0.5446635484695435,4242403,471788,16.138883590698242,367.7997131347656,0.0053131813183426,0.1838601529598236,0.0026019865181297,0.2503811717033386,-0.2195408344268798,0.1872274428606033
48,02x0064_10d@9,3447232,0.419782739151435,2.7537848949432373,15.701949787709244,-0.6375161409378052,0.2948848307132721,0.2875529527664184,0.2868099808692932,284.9198913574219,150.28733825683594,35.614986419677734,18.78591728210449,5.509034633636475,0.5470641255378723,3.4295926094055176,0.5470641255378723,4218107,496084,16.969999313354492,372.3009643554688,0.0041714697144925,0.1276284009218216,0.0028362856246531,0.2484166026115417,-0.2104223668575287,0.1903804689645767
49,02x0128_01L@0,7091072,0.3266763408998394,3.467356443405152,32.051899340509976,0.3696559965610504,0.3841470181941986,0.160235658288002,0.2974606454372406,100.25634765625,49.93307876586914,8.861493110656738,4.413502216339111,4.468932151794434,0.5497363805770874,2.042917013168335,0.5497363805770874,4379094,335097,11.462969779968262,295.5580444335937,0.0261654015630483,1.7783043384552002,0.0039297309704124,0.2975441515445709,-0.149314284324646,0.2491000890731811
50,02x0128_01d@0,7091072,0.3276773503942628,3.4578664302825928,31.74916514294493,0.3716961741447449,0.3864187896251678,0.1601039767265319,0.2960411310195923,100.00348663330078,49.88634490966797,8.839142799377441,4.409371852874756,4.466219902038574,0.5498610138893127,2.040204763412476,0.5498610138893127,4376548,337643,11.550063133239746,296.0912475585937,0.0259280800819396,1.7656837701797483,0.0039201932959258,0.2966479957103729,-0.1535868048667907,0.2472754865884781
51,02x0128_03d@2,7091072,0.4229762542899271,2.754051923751831,15.70614322051242,0.3665180206298828,0.3602753281593323,0.2444260269403457,0.3076750338077545,186.26844787597656,97.8193588256836,16.463960647583008,8.64609146118164,5.088564872741699,0.5358141660690308,2.662549495697021,0.5358141660690308,4116831,597360,20.43444061279297,451.5709838867188,0.0069549297913908,0.2401022613048553,0.0016958503983914,0.2283665835857391,-0.241672083735466,0.1653521955013275
52,02x0128_10L@5,7091072,0.4759949692856178,2.33301043510437,10.308929228856094,0.3751648664474487,0.3377757370471954,0.3439971506595611,0.2900017499923706,518.1200561523438,278.7812805175781,45.7957763671875,24.64101791381836,6.107921123504639,0.5388022065162659,3.681906700134277,0.5388022065162659,3992407,721784,24.69072532653809,469.2313232421875,0.0017419953364878,0.0244245883077383,0.0016308885533362,0.2025916427373886,-0.2502222657203674,0.1469287425279617
53,02x0128_10L@9,7091072,0.4861283078230408,2.26453185081482,9.626616853207484,0.3772953450679779,0.3354341685771942,0.3581162691116333,0.2821925282478332,621.4397583007812,334.850830078125,54.92803192138672,29.59691047668457,6.289711952209473,0.5383753180503845,3.863696575164795,0.5383753180503845,3970124,744067,25.45298194885254,483.4419250488281,0.0013699878472834,0.0175666939467191,0.0016375401755794,0.1996574103832245,-0.247868537902832,0.1454538851976394
54,02x0128_10d@5,7091072,0.4757546336727375,2.3344974517822266,10.324270181849874,0.3795855045318603,0.3387615978717804,0.3262729048728943,0.2783560156822204,415.3850708007813,226.1990509033203,36.71520614624024,19.99336051940918,5.882509708404541,0.5479135513305664,3.456494808197021,0.5479135513305664,4041257,672934,23.019670486450195,420.3418273925781,0.0022085984237492,0.0311027076095342,0.002006467198953,0.2054600268602371,-0.2287404537200927,0.1559272557497024
55,02x0128_10d@9,7091072,0.4851143588119487,2.270988941192627,9.688977907068171,0.381187230348587,0.3359849452972412,0.3356289565563202,0.2695268988609314,465.2469482421875,254.1237945556641,41.12241363525391,22.46158218383789,5.995302677154541,0.5485978722572327,3.5692880153656006,0.5485978722572327,4029207,684984,23.43187522888184,432.2555236816406,0.0018716633785516,0.0244570672512054,0.0020613560918718,0.2038657963275909,-0.2152910977602005,0.1583892256021499
56,02x0256_01L@0,14968576,0.4110275652008457,2.899120569229126,18.158169492639303,0.0442148931324481,0.4746264219284057,0.18812195956707,0.2813558876514435,176.20970153808594,90.17922973632812,11.013106346130373,5.636201858520508,5.036349773406982,0.5327876806259155,2.263761043548584,0.5327876806259155,4054155,660036,22.57845497131348,517.0186157226562,0.0081136617809534,0.2193697839975357,0.0023653383832424,0.2451315969228744,-0.1999287754297256,0.1879459768533706
57,02x0256_01d@0,14968576,0.4111826272776466,2.894808769226074,18.080043649910444,0.0431930311024189,0.4780468046665191,0.187539055943489,0.2798127233982086,175.25685119628906,90.11144256591795,10.953553199768066,5.631965160369873,5.0299811363220215,0.5343675017356873,2.257392406463623,0.5343675017356873,4059449,654742,22.39735984802246,512.3692626953125,0.0081014744937419,0.212699756026268,0.0023585946764796,0.2442756593227386,-0.2026243507862091,0.1865633726119995
58,02x0256_03d@2,14968576,0.4886322103600558,2.2585983276367188,9.569666225005369,0.0453209802508354,0.438710480928421,0.2929751873016357,0.2934009730815887,335.39227294921875,186.25094604492188,20.96201705932617,11.640684127807615,5.668402194976807,0.5439845323562622,2.895813465118408,0.5439845323562622,3866725,847466,28.99004554748535,550.951904296875,0.0028276378288865,0.034636802971363,0.0012994889402762,0.1873205453157425,-0.257143497467041,0.1327362060546875
59,02x0256_10L@5,14968576,0.5312838270253897,1.952414512634277,7.045678940226487,0.0625943019986152,0.3716475963592529,0.3802749216556549,0.2565356492996216,746.9318237304688,414.080078125,46.6832389831543,25.8800048828125,6.470423698425293,0.5394164323806763,3.697834730148315,0.5394164323806763,3815300,898891,30.749187469482425,566.4279174804688,0.0010643978603184,0.0116862636059522,0.0013807337963953,0.1755381673574447,-0.245444118976593,0.1283362954854965
60,02x0256_10L@9,14968576,0.5403067004847653,1.9003145694732664,6.687997951404826,0.0674602910876274,0.3635064661502838,0.3908319175243377,0.247336283326149,862.8952026367188,480.1990966796875,53.93095016479492,30.01244354248047,6.614072799682617,0.5400176644325256,3.8414833545684814,0.5400176644325256,3806728,907463,31.04241752624512,570.639892578125,0.0009010240319184,0.0098670870065689,0.0013871520059183,0.1710579544305801,-0.2476217448711395,0.1253028959035873
61,02x0256_10d@5,14968576,0.5295586288439645,1.962206482887268,7.115008903328464,0.0596206374466419,0.3876797556877136,0.3624491095542907,0.2479773908853531,584.2200317382812,325.7322082519531,36.51375198364258,20.35826301574707,6.222096920013428,0.5452643632888794,3.44950795173645,0.5452643632888794,3882517,831674,28.4498348236084,508.9851379394531,0.0013836456928402,0.0159329716116189,0.0016169855371117,0.1783615797758102,-0.2102297693490982,0.139557883143425
62,02x0256_10d@9,14968576,0.5380316789065303,1.912804126739502,6.772051890436252,0.0641133561730384,0.3813021779060364,0.3695549964904785,0.2379792630672454,635.751953125,356.15887451171875,39.7344970703125,22.259929656982425,6.305685997009277,0.5464305281639099,3.533097743988037,0.5464305281639099,3878390,835801,28.59101104736328,516.4371337890625,0.0012445950414985,0.0140763418748974,0.0016446834197267,0.174075186252594,-0.2065520286560058,0.1385451406240463
63,02x0512_01L@0,33082880,0.4645768003799551,2.455451726913452,11.651695744807508,0.0522123202681541,0.5933294296264648,0.2073152363300323,0.2554188370704651,323.86248779296875,178.94027709960938,14.31283473968506,7.90811824798584,5.632291316986084,0.5487485527992249,2.5131282806396484,0.5487485527992249,3867248,846943,28.97215461730957,596.88134765625,0.0033934649545699,0.0528827756643295,0.0017426528502255,0.2045068144798278,-0.2375282347202301,0.1488359272480011
64,02x0512_01d@0,33082880,0.4641122505192246,2.4563586711883545,11.662267977044236,0.0529373511672019,0.5970266461372375,0.2059381902217865,0.2531665861606598,322.1888732910156,178.73802185058594,14.238871574401855,7.899178981781006,5.626099109649658,0.5504702925682068,2.50693678855896,0.5504702925682068,3877492,836699,28.621728897094727,589.057373046875,0.0034200951922684,0.0532592386007308,0.0017465241253376,0.2040674835443496,-0.2394346594810485,0.1481025367975235
65,02x0512_03d@2,33082880,0.5355426249952007,1.9393390417099,6.9541530461800205,0.0547830015420913,0.559138834476471,0.3149327635765075,0.258750855922699,548.629638671875,315.96441650390625,24.24622917175293,13.963786125183104,6.154226303100586,0.5507976412773132,3.035064458847046,0.5507976412773132,3771034,943157,32.26343536376953,578.5244140625,0.0015826730523258,0.0187688041478395,0.0012665754184126,0.1719044744968414,-0.2696335911750793,0.1178936287760734
66,02x0512_10L@5,33082880,0.577969391043012,1.6753689050674438,5.340765020983239,0.0589820556342601,0.4720668494701385,0.3892764747142792,0.2190666049718856,996.3307495117188,555.048583984375,44.032012939453125,24.5299129486084,6.761308193206787,0.5301840305328369,3.642145872116089,0.5301840305328369,3692575,1021616,34.94735336303711,610.3366088867188,0.0007581646204926,0.0076906308531761,0.0012659867061302,0.1622170656919479,-0.2544807493686676,0.1155657842755317
67,02x0512_10L@9,33082880,0.5907521486491675,1.6087020635604858,4.996322108983865,0.0573436059057712,0.4610833525657654,0.3994702398777008,0.2115268558263778,1135.395263671875,634.6229248046875,50.177860260009766,28.046634674072266,6.8918938636779785,0.529424250125885,3.77273201942444,0.529424250125885,3648180,1066011,36.46601486206055,639.6941528320312,0.0006518677691929,0.0068375347182154,0.00117642164696,0.1541119813919067,-0.2664464116096496,0.107860654592514
68,02x0512_10d@5,33082880,0.574489933798463,1.6952251195907593,5.447872249948677,0.0578325279057025,0.4965107142925262,0.3686419129371643,0.2097662091255188,780.8173828125,435.746826171875,34.5075798034668,19.257471084594727,6.515844821929932,0.5346322655677795,3.3966825008392334,0.5346322655677795,3779724,934467,31.96616744995117,551.2507934570312,0.0009844894520938,0.009522863663733,0.0014760060003027,0.1678186357021331,-0.2220744341611862,0.127754345536232
69,02x0512_10d@9,33082880,0.5857600406937193,1.635509014129639,5.132069628247243,0.0547987148165702,0.4881216287612915,0.3743190169334411,0.2005634903907776,842.2340698242188,470.577880859375,37.22183990478516,20.79680061340332,6.591728687286377,0.5337573289871216,3.4725663661956787,0.5337573289871216,3756732,957459,32.75267791748047,571.4364013671875,0.0008949233451858,0.0090247895568609,0.0014334024162963,0.1622237563133239,-0.2276798784732818,0.1238165721297264
70,02x0768_01L@0,54342912,0.4903932573663502,2.261380672454834,9.596329412126906,-0.1828782558441162,0.6474305391311646,0.2059583812952041,0.2278461754322052,471.2864379882813,269.00439453125,17.00608253479004,9.706860542297363,6.000734329223633,0.5583160519599915,2.678838968276977,0.5583160519599915,3848202,865989,29.62367820739746,545.9284057617188,0.0021406228188425,0.0380602553486824,0.0015785342548042,0.1888100802898407,-0.2541325092315674,0.1338945180177688
71,02x0768_01d00@0,54342912,0.4887111201994128,2.276498317718506,9.742505450811208,0.0974447354674339,0.6506354808807373,0.2029156982898712,0.223385140299797,475.2915954589844,269.1118469238281,17.15060806274414,9.710738182067873,6.010727882385254,0.5562344789505005,2.6888327598571777,0.5562344789505005,3870964,843227,28.84503746032715,546.381103515625,0.0021609996911138,0.0383707955479621,0.0016678185202181,0.194079652428627,-0.2590166628360748,0.1375455558300018
